GeneSymbol	log2FC	|log2FC|	AveExpr	t	P.Value	adj.P.Val	M-Cell1	M-Cell2	M-Cell3	M-Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
TLE6	-1.859045	1.859045	2.139655	-9.294764	9.74E-06	0.000245703	0	0.270992	0.489211	0	2.772373	2.689102	3.473034	3.44905	3.450543
FUT8	1.857625	1.857625	3.058434	11.37657	1.96E-06	0.0001099072	5.4021	10.065757	9.487723	8.870098	0.379582	0.491511	0.500466	0.481223	0.322448
CLEC4F	-1.853944	1.853944	2.342941	-12.42833	9.63E-07	7.88E-05	0	0.421539	0	0	3.605311	2.796627	3.068806	2.891849	3.095789
USP2	-1.853194	1.853194	4.920388	-3.438081	0.008077733	0.02564696	1.706741	9.703415	8.732678	0.745412	13.767602	17.431131	18.542886	23.027637	14.8106
RHOF	-1.852892	1.852892	1.824787	-7.018496	8.24E-05	0.0009334121	0	0	0.123749	0	3.630444	1.581498	3.892025	1.790505	3.532211
APC	1.85282014236944	1.85282014236944	4.78104912719644	6.90756546881958	9.26E-05	0.001015982766752	14.634706	27.271407	16.917627	15.891258	1.926744	4.580534	2.102319	3.461291	1.438251
ZDHHC22	-1.850307	1.850307	4.349536	-5.29783	0.0005990171	0.003773279	2.943502	3.410492	3.514373	1.597159	10.250661	8.295916	17.7296	18.343437	16.771131
IER3	1.849567	1.849567	2.894985	4.938803	0.0009521174	0.005217218	2.025742	21.702358	18.539673	4.147768	0.02892	0.311915	0.349015	0.57756	0.172251
ZNF605	1.847295	1.847295	3.48614	7.057565	7.91E-05	0.0009077819	6.593927	17.881658	9.462465	7.715451	0.874477	1.196303	0.780864	0.268287	0.935332
UNC13A	-1.8472	1.8472	3.979509	-8.559164	1.85E-05	0.0003576121	1.198483	2.829653	2.083343	1.229047	9.425258	9.383755	11.901646	8.391074	11.600148
CXCL11	-1.84625	1.84625	1.784388	-9.136997	1.11E-05	0.0002661492	0	0	0.069516	0	2.680936	2.524577	3.441041	2.000093	2.973091
PFKFB3	1.84532	1.84532	4.14647	13.01548	6.62E-07	6.91E-05	8.49842	17.912323	23.195954	11.867981	1.359536	1.472235	1.786963	1.341251	1.820775
DSP	-1.844504	1.844504	3.903753	-4.253921	0.002427158	0.01041207	0.070493	5.783889	4.226328	0.527015	10.427542	10.365016	9.283039	9.592963	8.261651
ZNF268	1.844258	1.844258	3.441365	7.105027	7.53E-05	0.0008761287	5.859351	11.05635	6.823632	13.822654	0.680334	0.729234	0.597091	0.719594	0.675635
GRINA	-1.844042	1.844042	7.928226	-3.498878	0.007362831	0.0239433	18.74098	21.215467	49.722747	7.587457	99.36297	87.272921	80.148708	123.006666	102.833192
PEX11B	1.843844	1.843844	3.390258	6.962934	8.74E-05	0.000974849	5.192728	10.996298	12.183937	9.577315	0.039214	0.018512	0.35547	2.061333	0.994419
RBM15	1.843828	1.843828	4.204829	4.710083	0.001291518	0.006536645	13.993581	12.613817	14.387036	19.499908	0.99412	1.487144	1.057564	6.094188	0.997494
DSG2	1.842316	1.842316	2.311095	5.981746	0.0002603242	0.002072648	2.043268	13.268964	10.83948	2.632668	0	0	0.002992	0	0.016949
TMEM106B	1.842067	1.842067	4.702413	7.401547	5.56E-05	0.0007168163	15.367294	32.162224	19.067986	12.951644	3.002281	2.320721	3.360753	1.595787	3.123798
ZNF232	1.841779	1.841779	3.587952	5.13002	0.0007421844	0.004349018	8.757664	7.981932	7.966859	21.981295	1.111162	0.624437	1.107582	1.1496	1.018804
CHL1	1.839556	1.839556	2.569427	4.206907	0.00259471	0.010954822587126	4.797613	3.438855	2.074881	12.996967	0	0	0.014158	0	0.005629
TECR	-1.839027	1.839027	7.810075	-4.577257	0.001547095	0.007444866	18.14091	24.720074	31.144722	9.599265	82.082086	94.442259	89.368558	128.047034	90.782153
ZBTB20	1.837782	1.837782	3.527763	7.420369	5.45E-05	0.0007086155	6.696985	20.928206	12.850833	5.459952	0.795937	0.59164	0.87838	0.602407	0.881142
ANKHD1-EIF4EBP3	-1.83626605487348	1.83626605487348	5.97749638000805	-10.3454056640242	4.19E-06	0.000162296811963	4.376591	9.390087	11.035778	5.903779	36.54154	42.939256	38.599804	36.707135	34.295199
STC2	1.833983	1.833983	2.473199	7.489829	5.09E-05	0.0006817812	2.220381	7.82346	6.773489	6.66384	0.003683	0.0144	0.056367	0.007532	0.071693
SLC12A7	-1.833645	1.833645	4.602549	-6.109646	0.0002242904	0.001856481	2.867271	3.436542	7.567023	1.941061	18.641942	18.257952	17.867866	21.994223	11.160824
MEF2D	-1.831249	1.831249	5.601476	-4.191092	0.002653824	0.01113854	3.405122	8.926251	11.391993	1.88564	21.434576	22.992686	26.68924	27.286151	27.483975
SLFN5	1.830359	1.830359	2.27934	5.700775	0.0003638275	0.002644947	1.446054	13.335559	10.041515	3.211989	0	0	0.00433	0	0
OTX2	-1.830343	1.830343	10.02809	-3.070627	0.01426998	0.03949232	41.832715	124.612319	79.566372	22.280073	298.470799	308.344946	276.243191	277.347475	284.251729
CYB5A	1.830235	1.830235	3.930337	4.10148	0.003017203	0.01224813	16.779702	7.299854	8.247519	28.154407	1.010871	2.034283	1.206966	2.274985	1.580563
CHAF1A	-1.829049	1.829049	6.477147	-7.731645	4.01E-05	0.00058479959022	13.448106	10.303487	12.775241	8.423637	57.013876	58.84308	52.696531	63.426433	50.545846
FSBP	-1.82794	1.82794	3.104689	-5.625959	0.0003984506	0.002820937	0.593321	1.109017	1.208329	0	6.207132	5.350673	5.258767	3.403054	5.495814
FAM111A	1.827497	1.827497	2.374626	5.004778	0.0008731896	0.004893997	1.433515	16.298198	11.185513	2.976852	0.025098	0.014291	0.027437	0.005194	0.059708
PIDD1	-1.823535	1.823535	4.072782	-6.525919	0.0001400767	0.001345936	2.185015	0.967412	5.564506	2.675328	14.399591	9.921976	12.171604	14.61402	12.617191
GNAI1	1.821637	1.821637	3.252101	5.67618	0.0003748329	0.002699966	8.852484	7.320325	6.118883	14.812896	0.572127	0.527093	0.832326	0.55928	0.83398
CDH7	1.82116	1.82116	2.317517	5.988304	0.00025833	0.00206131372865	5.846943	4.286814	2.671407	7.04788	0	0	0	0.003931	0.00404
ELN	1.821157	1.821157	3.13239	3.487213	0.007494647	0.02428251	14.53604	2.83852	6.96904	19.787815	0.587068	0.365484	0.810939	0.893859	0.754312
TK1	-1.820658	1.820658	5.426663	-7.574308	4.68E-05	0.000644416	5.458443	4.295091	8.780337	8.206634	30.184463	36.463013	27.992598	41.880028	28.354458
TCF7L1	-1.820127	1.820127	2.988687	-4.60246	0.001494693	0.007294697	1.101534	1.801975	2.005656	0	5.325705	4.349183	8.086268	8.449624	4.624828
AKAP6	1.81982726232832	1.81982726232832	4.35271215644405	3.1494888565483	0.012614279697854	0.03592607050288	36.064842	6.707011	4.759583	34.626514	2.488973	2.745391	2.033797	1.877107	1.749783
SYT3	-1.818616	1.818616	2.289042	-11.0028	2.57E-06	0.0001241055	0.076797	0.324262	0.380882	0.390264	3.491769	3.27164	3.896922	4.130893	3.49533
NR4A1	-1.818541	1.818541	3.148922	-7.797516	3.76E-05	0.0005595819	1.380176	0.390803	1.205495	1.246347	7.794914	5.795577	7.652488	6.900851	5.679214
ARID3B	-1.81842231521315	1.81842231521315	4.41491252672845	-8.65166169870942	1.70E-05	0.000339347829999	1.231031	2.885746	3.249873	1.657417	11.507009	12.589779	12.062507	12.123044	10.201699
SKA2	-1.818209	1.818209	7.829033	-9.222531	1.04E-05	0.0002549872	17.431003	25.329434	15.926721	18.271114	100.569422	106.906946	108.152108	88.395434	115.435839
CNKSR3	1.817373	1.817373	2.053877	9.015906	1.23E-05	0.000279559003265	3.210629	4.968923	5.677261	5.34127	0.006671	0.055389	0.003289	0.002283	0.00233
BBS1	1.81708084199902	1.81708084199902	3.42475508829066	8.89759342309413	1.37E-05	0.000297998730023	6.677651	11.120772	13.33913	7.022282	0.186737	0.731825	0.354879	1.718403	0.501042
KIAA1467	-1.816182	1.816182	5.34277	-8.135937	2.72E-05	0.0004555495	4.613088	4.701433	5.346306	3.307075	21.029967	20.811448	23.317902	21.426534	25.151661
ATCAY	-1.81428101116331	1.81428101116331	5.79137762350012	-6.58131399447959	0.000131779465879	0.001297108746124	6.761383	3.270952	3.298639	9.608594	25.202424	31.941386	36.355161	23.153782	30.356155
COL4A6	1.81345	1.81345	2.12938	4.229521	0.002512621	0.0106828877715	4.616865	2.196213	3.315558	10.010993	0	0.003357	0.00334	0	0.014031
ZNF626	-1.810314	1.810314	3.454971	-8.082338	2.86E-05	0.0004680162	1.205224	0.399578	0.620663	1.94092	7.264813	6.355775	7.777806	5.080753	8.240688
CYB5D1	1.810162	1.810162	3.888855	7.710763	4.09E-05	0.0005936647	6.228635	23.525494	16.099478	9.706404	1.325922	1.829834	1.08243	1.477506	1.04302
PRKG1	1.809417	1.809417	2.144085	9.535437	7.98E-06	0.000221373	2.829777	7.016634	5.391273	4.75474	0.001536	0	0	0	0
SPCS2	-1.809102	1.809102	5.534692	-3.302279	0.009951203	0.02996041	7.139482	10.533496	11.322594	1.174635	22.114237	39.092578	27.539506	21.881284	30.093396
GRM6	-1.80722	1.80722	3.149327	-4.723161	0.001268938	0.006453549	0.110171	1.901959	2.697643	0.048262	6.183601	3.407605	4.290091	6.039434	7.580773
HNRNPUL2	-1.806363	1.806363	7.000309	-4.336964	0.0021589	0.009551202	9.951503	23.155533	27.380709	5.639101	54.722603	64.34024	65.68322	71.497095	79.869407
RNF182	1.806154	1.806154	2.903949	5.153257	0.0007203117	0.004265397	7.04074	4.93396	5.8072	13.562837	0.213717	0.31186	0.395079	0.487366	0.519888
JPH1	-1.805248	1.805248	3.444941	-7.385405	5.65E-05	0.0007256088	0.643589	1.899457	1.953807	1.292125	6.333596	5.382509	9.717935	8.909622	9.368082
LMO4	-1.80446	1.80446	6.212202	-6.493935	0.0001451273	0.001376439	3.617845	12.386476	10.149491	8.285698	31.542172	34.518115	58.801608	35.42857	39.32344
PLXDC2	1.804411	1.804411	3.801918	12.05076	1.24E-06	8.71E-05	9.52599	18.386044	12.442586	9.210789	1.251916	1.193327	1.224269	1.181711	1.26139
DERL3	1.802414	1.802414	2.135797	7.040355	8.05E-05	0.0009175656	9.310979	3.052978	7.582347	3.27036	0.119162	0.041269	0	0.043429	0.06318
ENOSF1	1.802165	1.802165	3.542819	7.490951	5.08E-05	0.0006815992	5.461448	17.350602	15.281922	8.47734	0.53768	0.646968	0.742429	2.367555	0.592784
FGF13	1.802003	1.802003	2.227699	10.4627	3.83E-06	0.0001548463	3.487903	7.014701	4.788919	4.305823	0	0	0.002366	0	0
MXRA5	-1.801663	1.801663	4.430633	-3.004922	0.01582126	0.04283901	0.531856	11.806787	7.657586	0.345579	12.655655	14.012001	14.237176	13.436573	12.050804
MRPL53	1.801617	1.801617	4.903525	11.02647	2.52E-06	0.0001241055	13.068327	21.86281	29.664986	23.102505	2.741541	3.588598	2.583302	3.78407	3.42025
NKD2	-1.800251	1.800251	2.46252	-8.16658	2.65E-05	0.0004454445	0.599608	0.170504	0.310494	0.541086	3.601275	3.066969	3.7377	5.53986	4.639537
IL13RA1	1.799542	1.799542	3.745237	7.429739	5.40E-05	0.0007064022	5.622376	20.227331	14.987038	7.216661	0.86863	1.259001	0.773535	1.264641	0.814278
LMNA	1.798373	1.798373	5.908594	4.099063	0.00302771	0.01226859	24.386139	19.051446	42.254901	99.11265	8.814263	7.579526	5.802031	8.165163	6.293783
MPP7	-1.797759	1.797759	2.724921	-13.45051	5.07E-07	6.18E-05	0.062821	0.906753	0.354633	0.34529	4.16967	4.456603	3.476427	3.458127	4.598208
LAMA3	-1.797651	1.797651	2.569992	-6.7806	0.0001061056	0.001115742	0.030133	1.705835	1.702136	0	6.046542	3.833616	4.17997	4.287913	4.699909
ADPRHL2	1.79729347992082	1.79729347992082	3.36204541040245	3.54905629385507	0.006823061544887	0.022585750137075	7.156166	4.582153	8.063255	22.58149	1.034608	0.525769	0.239329	2.343408	0.270963
RNF103-CHMP3	-1.796902	1.796902	2.170496	-10.36921	4.12E-06	0.000161306	0.259343	0	0.872463	0	3.639188	3.554454	3.156774	2.896773	3.113717
NRTN	-1.796253	1.796253	2.893625	-6.370066	0.0001666595	0.001507324	0.558929	0.255639	0.468075	1.596412	4.224285	3.769978	4.91788	8.081923	5.565534
RPS28	1.795196	1.795196	9.017858	5.202302	0.0006764101	0.004090224	146.080933	137.829468	370.437805	239.233231	58.012491	53.796626	25.805836	62.985985	38.030051
PLEKHG3	1.795101	1.795101	2.642601	12.16257	1.15E-06	8.46E-05	4.232766	9.703508	14.399635	4.505795	0.236409	0.519038	0.191748	0.278302	0.218774
GRM2	-1.794277	1.794277	2.463192	-8.760475	1.54E-05	0.0003236494	0.545689	0.379227	0.337277	0.587905	4.945742	3.602963	3.654106	6.188475	3.474333
FBL	-1.793883	1.793883	9.871376	-8.7458	1.56E-05	0.0003264148	42.605232	73.534836	115.012772	67.427467	386.292036	367.636725	283.222273	365.151637	365.631077
BNIP3	1.79263942728916	1.79263942728916	6.62059989435119	4.79912316857683	0.001145936989909	0.005969055076745	11.50458	70.150368	64.0644	91.301781	8.481642	9.883439	9.360778	10.011085	8.908014
ARFGEF3	1.79222933654462	1.79222933654462	2.3814091957605	10.0142065959341	5.42E-06	0.00018093424541	2.712314	8.184918	7.992429	3.755756	0	0	0.006198	0.003232	0.006643
LARP6	1.791149	1.791149	3.236948	8.211961	2.54E-05	0.0004335416	4.236375	11.639429	13.522131	9.196441	0.719258	0.383096	0.350252	1.215478	0.701998
TRIM69	-1.788954	1.788954	2.312082	-8.778637	1.52E-05	0.0003202187	0.220603	0	0.300377	0.843634	3.203902	4.538051	3.754582	4.151676	3.390387
TSPAN18	-1.787381	1.787381	4.745923	-4.367338	0.002068888	0.009254623	10.483342	1.759476	2.246804	2.983429	17.445053	23.857081	16.925746	18.98534	15.384368
JSRP1	-1.787137	1.787137	2.00411	-6.320579	0.0001762218	0.001563729	0	0	0.090638	0.613218	4.058715	2.797598	2.268201	5.740826	1.984455
NRSN1	-1.78685	1.78685	2.38833	-9.382597	9.05E-06	0.0002358128	0.175559	1.030626	0.283631	0	3.682141	3.729287	3.380486	3.092643	4.234192
NDFIP2	1.786732	1.786732	2.450625	11.67128	1.60E-06	9.74E-05	4.300111	6.31562	5.853359	5.132118	0.060562	0.063683	0.054451	0.020552	0.107166
EMP1	1.78611	1.78611	1.929393	3.31186	0.00980515	0.02963997	4.118882	1.950666	2.154585	12.047208	0.023784	0.023236	0.03107	0.015376	0.058365
DTX1	-1.785368	1.785368	3.283764	-4.699761	0.001309646	0.006609233	0.054669	3.291797	4.203048	0.3337	6.010884	7.805434	7.977429	7.319673	5.646612
WASF3	-1.785199	1.785199	6.411842	-5.054778	0.000818102	0.004663419	4.078326	14.655489	11.72008	4.438222	33.011001	43.37081	35.892631	41.25606	36.897624
PYY	-1.784923	1.784923	1.76898	-8.896529	1.37E-05	0.0002979987	0	0	0.218392	0	2.270877	2.700202	1.698259	3.836496	2.806587
TJP2	1.78266	1.78266	3.87217	4.119439	0.002940321	0.01201677	3.661238	32.373367	28.328826	4.874079	0.809502	0.862651	1.23293	1.266782	1.077459
RGPD8	1.781701	1.781701	3.293358	8.065542	2.91E-05	0.0004705757	5.376262	14.874078	8.274747	6.463649	0.522001	0.988633	0.565206	0.543973	0.252401
ZBTB12	-1.781432	1.781432	5.404397	-7.768088	3.87E-05	0.0005725298	3.355228	6.874284	10.563918	3.829122	22.542988	28.765806	23.913121	31.613146	25.980524
DHRS2	-1.780438	1.780438	1.753879	-16.03317	1.20E-07	4.52E-05	0	0	0	0	2.511671	3.395792	1.738658	2.651511	2.385676
LRFN3	-1.779817	1.779817	3.312151	-6.034773	0.0002446687	0.001979271	0.546125	1.717359	4.36366	0.476263	6.936073	7.629273	6.909235	9.200607	5.715025
TSHR	1.779005	1.779005	1.90388	6.96451	8.72E-05	0.000974849	3.814327	5.683381	3.064286	5.005964	0.011788	0.009731	0.03806	0.021062	0
E2F7	-1.778817	1.778817	4.715465	-8.199971	2.56E-05	0.0004359599	5.203269	4.601838	4.634712	2.887905	24.408933	16.666484	18.604775	20.02009	22.301244
PAQR6	1.778185	1.778185	2.611465	11.52449	1.77E-06	0.0001034418	3.017485	5.322171	10.087467	5.048172	0.009472	0.005943	0.050481	0.06373	0
OTP	-1.777115	1.777115	1.710242	-15.47048	1.61E-07	4.69E-05	0	0	0	0	2.509918	3.650209	1.897246	2.56226	2.153153
FOXO6	-1.777036	1.777036	3.277448	-4.712582	0.001287171	0.006523048	0.73799	1.693751	2.834311	0.407678	7.65866	9.47713	3.092598	12.540229	5.534161
USP46	1.776424	1.776424	2.137321	7.361603	5.79E-05	0.0007365314	3.769861	4.257976	4.096074	6.092151	0	0	0	0.011969	0.018409
FAIM	-1.776028	1.776028	5.019973	-4.033045	0.003330454	0.01308036	6.258958	1.086923	0.733032	9.384169	18.734986	18.697917	17.925457	19.194624	14.651587
CHST2	1.775776	1.775776	2.237757	4.982478	0.0008990446	0.004999642589405	2.175584	4.703838	6.207469	9.549988	0.075835	0.073478	0.146151	0.10343	0.061972
BTG1	1.77576989278726	1.77576989278726	5.06227488374608	2.91607652521134	0.018201077005766	0.047665855133155	15.154712	32.938129	31.042383	14.368119	4.224198	10.337327	1.847647	7.925246	0.226568
PRRT2	1.775401	1.775401	3.799062	4.815507	0.001121135	0.00587297	8.761516	18.567974	19.733995	6.064416	0.264066	0.771801	0.422151	2.004824	3.487005
BCORL1	-1.77393040365416	1.77393040365416	3.08650126800411	-6.25299508301205	0.0001902656392	0.00165226362201	0.563465	2.442034	2.098828	0.263352	4.548099	10.281967	5.93995	6.931485	5.662142
LUM	1.773663	1.773663	2.453705	4.591162	0.001517943	0.007366971	0.727367	12.407747	10.266257	4.78287	0	0	0	0.015985	0.016428
MYL5	1.773604	1.773604	3.538655	3.077413	0.01411902	0.03917403	6.236421	4.533179	8.108685	36.335243	1.683653	1.161851	1.137097	1.10105	0.464613
CHODL	1.7729	1.7729	3.222	6.076488	0.0002330763	0.001906105728115	3.330689	11.669866	9.900217	12.771965	0.631367	0.614126	0.759066	0.465154	0.595665
PRRC2A	-1.772818	1.772818	7.479482	-3.313938	0.009773765	0.02959635	13.810955	27.889316	49.120092	5.527629	72.266966	79.417677	86.516396	95.886827	79.503519
ATRIP	1.77246935410065	1.77246935410065	2.54157661966005	7.06488064530015	7.85E-05	0.000901531033182	4.060714	5.216893	6.539692	8.280116	0.01661	0.002556	0.420386	0.284512	0.003864
SLC6A17	-1.77154	1.77154	2.032291	-14.1326	3.38E-07	5.54E-05	0	0.222568	0.389614	0	3.028298	3.459832	2.582845	2.927593	2.648218
TMEM51	-1.771392	1.771392	2.456279	-8.864495	1.41E-05	0.0003030869	0.595237	0.605119	1.277312	0	4.154744	5.403482	3.189452	3.996409	4.48936
STMN3	-1.771238	1.771238	7.273797	-4.167871	0.002743249	0.01140331	21.60455	5.517677	9.286979	36.092957	66.321086	78.365336	74.208526	95.18654	72.107153
CDKAL1	-1.769061	1.769061	6.271405	-11.20995	2.21E-06	0.000114963466228	5.957987	8.830488	7.395121	11.767245	37.142162	36.552043	46.134783	43.833351	46.049869
PEX5L	-1.76754	1.76754	2.990247	-6.859135	9.75E-05	0.001054647	0.179292	1.091299	0.712339	0.117284	4.206551	3.949295	4.443642	3.354295	4.418646
RALY	-1.766229	1.766229	6.685502	-7.124168	7.38E-05	0.000864647	10.465841	6.683005	12.140968	17.38914	56.27547	52.015148	52.379938	70.150543	50.928229
SAMSN1	-1.765149	1.765149	3.232661	-3.966892	0.003666471	0.01402832	0	3.048592	2.976968	0	4.503652	3.849803	6.671665	5.56849	6.156801
PRR12	-1.763287	1.763287	4.059395	-4.040975	0.003292438	0.01295372	1.429489	4.150523	9.456818	0.507561	10.08823	12.354877	10.919834	15.203102	10.953932
ATXN2L	-1.76316781887277	1.76316781887277	7.05126265520378	-2.94096383106851	0.017499364842647	0.046281990181479	7.443644	33.77269	47.687761	3.691731	63.476473	59.920674	73.000177	74.447261	65.183755
RGPD1	1.762238	1.762238	2.855254	7.838343	3.61E-05	0.0005446395	3.550308	11.953831	6.732262	4.797363	0.322204	0.220247	0.15624	0.146544	0.174052
NXNL1	-1.761237	1.761237	2.421404	-5.02455	0.0008509386	0.004789769	0	0	0	0	0.411237	3.476557	4.429449	1.509997	3.054558
LINGO1	-1.760602	1.760602	3.381381	-6.565688	0.0001340639	0.001310606	1.897584	0.918315	1.042068	0.735605	5.033901	6.372428	6.219137	8.852275	6.219009
LHFP	1.759387	1.759387	4.251261	4.365604	0.002073919	0.009271845	10.056479	11.367313	11.179012	34.662189	2.526576	2.911516	1.890164	1.885758	1.88879
FAM188B	1.75877	1.75877	2.059166	8.556473	1.85E-05	0.0003580371	3.946743	5.271581	4.128527	4.70973	0.071395	0.050162	0	0	0.054148
RGMA	1.757534	1.757534	2.40144	5.458775	0.0004895369	0.003244213	8.742273	3.999933	5.624261	7.076353	0.078675	0.09234	0.145802	0.704663	0.27941
FANK1	1.75752	1.75752	2.256389	5.940137	0.0002733764	0.002145226	3.945448	3.722742	3.497455	7.313396	0.020216	0.024194	0	0	0.027622
MRPL16	1.755985	1.755985	4.957204	9.027418	1.22E-05	0.0002794701	13.894581	22.37837	21.623808	27.926624	3.89065	3.836544	3.156802	3.367254	3.407049
BCHE	1.75450883008009	1.75450883008009	2.51953152051301	5.00778704076521	0.000869762787699	0.004879990498125	1.246222	14.115041	8.248854	3.579023	0	0	0.006164	0	0.006595
RNASEK-C17orf49	-1.754484	1.754484	4.803375	-9.068695	1.18E-05	0.0002742992	3.561903	2.367967	3.231228	4.618917	14.92482	17.794259	14.43212	16.546965	22.282827
ITGB1	1.754047	1.754047	6.712576	12.01251	1.27E-06	8.77E-05	39.062406	68.098684	49.667138	66.632307	10.416365	10.792693	10.700708	13.5145	11.050894
SLC44A5	1.753639	1.753639	2.967135	8.310851	2.31E-05	0.0004071158	6.745252	8.698055	8.027901	8.132707	0.882488	0.756584	0.489264	0.317829	0.32232
ZNF738	-1.751998	1.751998	4.33998	-13.0184	6.61E-07	6.91E-05	2.347322	3.786651	2.565774	2.565878	16.18126	12.696516	13.945642	12.773669	14.091311
RTEL1-TNFRSF6B	-1.751986	1.751986	3.189065	-6.137524	0.0002171838	0.001811018	1.272176	0.872009	0	2.373258	9.068507	6.188154	5.4047	8.33176	6.050205
CCDC88C	-1.750083	1.750083	5.937551	-8.488047	1.97E-05	0.000370352029651	7.838863	10.557593	9.774191	6.240181	33.358545	43.090043	37.554985	47.849195	37.520144
SMARCD2	-1.749154	1.749154	6.838514	-7.340492	5.91E-05	0.0007489484	7.715946	9.905903	12.841234	22.486193	55.273242	60.174236	72.612048	62.089874	58.147476
CCDC74A	1.747233	1.747233	3.602393	5.220914	0.0006605178	0.004025110667406	12.234672	8.637033	8.734295	18.606264	1.070443	1.08829	1.590324	1.829291	0.941421
SLC35D2	1.743984	1.743984	2.56531	8.418833	2.10E-05	0.0003865151	2.621275	8.160401	8.322178	5.804452	0.104361	0.031687	0.035326	0.343237	0.17994
SH2D2A	-1.742922	1.742922	2.51206	-6.004158	0.0002535774	0.002031464	0.090973	1.144556	2.702113	0	4.038738	3.571617	4.561964	4.707946	4.291693
LIMD1	1.742441	1.742441	2.774991	8.644596	1.71E-05	0.0003405071	5.339614	5.832657	7.184473	7.635401	0.345366	0.289539	0.167931	0.521423	0.129137
FOXP2	1.741865	1.741865	2.174792	8.744807	1.56E-05	0.0003264148	4.291826	4.778774	3.775973	4.912239	0	0	0	0	0.010846
