GeneSymbol	N_RO1	N_RO2	N_RO3	M_RO1	M_RO2	M_RO3	M_Cell1	M_Cell2	M_Cell3	M_Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
FHIT	11.082698	0.761493	1.478468	1.792406	1.391356	5.338726	0.153456	2.135423	1.918868	0.565571	3.854186	1.903305	3.851624	3.499112	3.911458
FHL1	13.659793	18.49833	16.265017	30.947849	28.383531	58.221356	23.815437	65.321568	60.820295	31.912878	9.206102	12.912055	18.693907	20.26981	14.725131
FHL2	3.746516	3.314619	2.36887	3.955384	4.317414	4.165038	3.571648	3.218574	6.646367	2.834895	2.478333	2.666419	3.308364	3.098734	2.615073
FHL3	0.279076	0.593406	0	0.717308	0.967592	3.02311	1.920519	1.997876	4.231176	0.677201	2.53261	2.819053	4.006186	3.615729	3.924106
FHOD1	1.837517	2.11069	2.508139	1.766754	1.798223	2.408701	1.337332	1.889515	3.032835	2.015872	4.656903	3.769576	3.372537	4.562384	4.020133
FHOD3	25.194062	21.1953	32.480675	14.216473	15.555271	11.778027	4.809655	10.13258	11.074174	3.946276	38.743726	38.360515	39.681542	42.896495	38.314838
FIBCD1	0.650805	0.84333	0.708321	0.427832	0.500329	0	0.311331	0.08826	0.040214	0	0.042084	0.052499	0.135889	0.209726	0.144641
FIBP	26.70867	28.456912	7.896186	24.05772	27.509599	8.534813	26.830408	20.136643	25.214116	63.459885	17.85316	19.852823	17.232484	19.989511	15.871347
FICD	3.211291	2.958408	2.320668	2.17047	2.83795	1.570957	1.361673	1.707436	1.550887	2.417037	2.286589	1.791138	1.547928	1.910555	1.734379
FIG4	11.261879	10.96787	8.508707	13.610034	10.950906	7.093024	4.453679	10.862541	9.348483	13.132822	3.936086	4.084289	3.739416	2.872396	3.472947
FIGLA	1.420022	1.695938	3.068806	0.386053	0.706698	1.503881	0	0	0	0	0.123723	0	0	0	0
FIGN	3.979378	3.909115	9.656206	4.190248	3.262197	5.322568	0.801164	4.928075	3.760449	0.383529	0.71407	0.588189	0.534955	0.395126	0.478527
FIGNL1	6.07529	5.875992	8.210773	8.258883	7.015018	6.310106	4.638215	11.819937	6.473605	8.236041	2.686645	2.074238	2.353597	1.837595	3.586674
FILIP1	0.831032	1.036982	1.061372	0.954197	0.759556	5.920764	0.57626	1.711697	0.849065	1.172262	0.006013	0.025816	0.011831	0.018457	0.015541
FILIP1L	2.037482	2.52663	9.989359	5.186923	4.396245	7.830453	2.163092	9.466442	6.853868	1.146416	2.854522	2.795853	4.013791	4.564195	4.441237
FIP1L1	24.846215	24.198878	42.438765	24.333552	22.932861	40.471593	17.49421	35.061704	22.355261	33.165896	23.464576	25.230804	28.390086	27.289505	23.388627
FIS1	28.880442	27.400263	12.150644	32.962692	33.491974	21.834858	34.780193	26.766768	53.96769	102.284264	7.252747	8.942304	5.965849	9.471764	7.584878
FITM1	0.267482	0	0	0.116777	0.254354	2.854178	0.315696	0.580389	0.815986	0.87581	0.290453	0.307066	0.05773	0.098376	0.092654
FITM2	4.58744	3.537447	4.597768	3.371663	2.359194	3.924538	1.743833	2.894718	4.617115	2.739384	1.984308	2.196091	2.128881	1.921093	2.101558
FIZ1	2.018031	2.760938	4.44211	1.772508	1.79004	2.906003	1.473826	2.804872	3.91363	1.298994	4.745983	6.748212	5.247041	7.726772	4.804302
FJX1	4.974442	4.643046	4.812644	7.028675	6.749084	5.869911	8.008642	6.861784	10.77187	24.917021	2.28392	2.393783	1.711873	3.901499	2.051106
FKBP10	11.32478	15.845437	2.940598	45.757187	38.515491	37.295753	36.555527	60.088722	117.919815	77.22821	0.652363	0.420861	0.543389	0.572738	0.690609
FKBP11	4.098513	5.223101	9.812961	5.803972	8.039076	15.010747	5.725108	10.770577	12.132465	3.563048	2.26726	2.970655	2.019174	1.823256	2.215183
FKBP14	5.254659	5.739773	6.51559	5.340749	4.68976	7.185252	3.299711	6.614176	4.006622	3.999256	2.01288	2.262401	1.925091	1.487192	2.153052
FKBP15	12.569288	11.170577	8.990222	10.491239	10.140313	9.107942	4.952652	8.837354	9.689638	5.114671	4.136141	3.488327	3.405869	3.986714	3.459936
FKBP1A	11.277183	13.676153	26.847385	25.152184	23.469303	66.139003	24.710766	62.542928	77.712406	27.347554	51.605153	80.930045	53.349865	59.001202	56.245507
FKBP1B	1.289063	2.840263	2.67316	1.501842	1.380669	2.769961	2.413133	1.429941	3.054186	6.806942	0.207613	0.079355	0.362857	0.350055	0.13482
FKBP2	28.008613	24.499877	5.034595	11.252803	14.898158	4.237388	16.743431	9.507114	12.11295	17.960032	17.536006	21.833552	16.211431	27.567079	18.298869
FKBP3	49.491589	43.847015	45.792343	37.800438	41.314037	37.920055	32.592625	66.285828	49.681938	16.69755	88.381905	47.795321	72.331043	39.361071	42.560251
FKBP4	21.560884	21.133175	12.603647	25.589338	26.612986	29.083939	24.27784	25.684801	37.259964	40.680431	52.072978	59.17485	57.850254	87.132505	65.021595
FKBP5	2.366624	2.728897	6.831817	4.779886	2.315983	10.884143	7.347495	13.204155	10.582062	2.09676	16.425216	14.750449	15.470205	6.580826	9.047863
FKBP6	0.128213	0.028748	0.095058	0.18943	0.140595	0.247381	0.119177	0.281291	0.429866	0	0	0.006608	0.01042	0	0
FKBP7	1.263284	1.407111	2.961909	3.187202	3.142856	7.695487	3.416004	6.241709	3.561138	3.802456	2.66313	4.663541	3.145912	3.332692	3.983436
FKBP8	53.360014	47.763607	9.319934	49.140627	42.254952	13.476909	27.526765	13.160497	57.654397	55.569551	68.857508	66.188473	60.255796	78.932337	67.584864
FKBP9	10.742321	9.625869	8.124496	15.049502	12.497732	13.963658	6.436421	14.160537	17.445414	11.910248	14.333773	16.483765	13.643685	12.056111	13.771771
FKBPL	3.575568	2.952524	1.234601	2.473394	2.500575	1.286303	1.917595	2.01462	1.78479	9.431382	4.614361	6.105162	5.088211	6.882027	5.357675
FKRP	3.934821	3.502997	3.161847	2.809034	4.057704	2.816492	3.486919	2.62529	5.746216	4.005767	3.772058	6.494115	2.722101	7.923144	0.775473
FKTN	10.873384	8.977262	12.955693	9.025237	8.664639	12.392577	4.658942	11.852993	8.284735	3.054147	4.080548	4.385759	4.163696	2.171662	4.218026
FLAD1	16.106105	15.39256	9.37878	19.732305	24.172576	11.224542	22.970944	15.280565	26.668158	42.968413	19.374024	17.433215	17.879002	22.899722	17.387371
FLCN	11.684728	9.724753	3.762028	9.342409	7.602068	3.684202	4.997871	4.617403	9.953144	11.295831	5.408392	5.120736	5.187644	4.665532	4.280514
FLII	12.404187	11.024114	6.928546	11.4107	10.703849	9.794669	8.913148	18.227322	23.526591	16.71832	14.289638	15.265253	14.534964	18.554928	14.563584
FLNA	28.404614	40.556817	8.440051	48.427377	35.794782	25.419175	59.790385	34.773273	72.00251	88.96797	40.988135	39.468045	42.684434	49.93263	38.715904
FLNB	8.460619	7.668724	6.539255	9.419407	7.522644	12.372697	7.501442	7.886352	9.317978	12.623321	8.996599	10.757999	10.368742	10.863735	8.993783
FLNC	3.193953	5.873749	2.788081	5.106045	3.74502	22.293931	9.789069	13.371553	29.437074	32.078701	0.009188	0.023912	0.013907	0.042798	0.084371
FLOT1	16.976125	18.143582	24.803572	18.57554	16.302002	34.80798	12.198231	28.394508	24.350117	18.948869	28.442731	30.14057	29.193561	41.99389	27.233161
FLOT2	21.076895	20.002123	24.300762	16.048952	15.046227	19.689577	10.425429	26.119936	28.348461	8.991519	24.608935	27.552718	23.834457	29.239194	23.07706
FLRT1	1.229313	1.916802	2.728642	0.73025	0.9339	1.642348	0.574731	2.541415	3.906192	0.45255	0.655997	0	0.805853	0.786724	1.148585
FLRT2	6.334701	11.88476	9.716761	6.609973	6.112499	8.584645	0.765233	3.372309	2.347325	1.010553	0.359277	0.162981	0.15245	0.123926	0.154372
FLRT3	5.476307	5.463217	5.424456	11.742521	11.755554	16.729147	2.638499	13.405712	11.031711	6.055075	0.008484	0.049758	0.119063	0	0.047978
FLT1	33.771653	39.168674	49.445721	22.385345	30.992049	9.43158	0.038495	9.097317	6.868221	0	0.014549	0.01941	0.038524	0.009973	0.022922
FLT3	0	0	0	0	0	0	0	0	0	0	0.012218	0.035889	0.048543	0	0.044588
FLT3LG	0	0.583959	0.295722	0.457038	0	1.044819	0	0.842327	0.600511	0	0.212288	0.1713	0.032148	0.077034	0.050579
FLT4	0.101084	0.027178	0	0.252342	0.206192	0.091726	0.102821	0.142278	0.128723	0.343138	5.514001	4.505324	4.601958	5.824973	6.705599
FLVCR1	8.476068	8.522875	10.213009	11.767414	9.8157	12.038676	9.908372	10.875061	11.807333	10.946964	4.052889	8.772196	9.950782	7.780596	4.334409
FLYWCH1	5.766417	5.857653	2.524492	4.686474	3.41305	2.576477	1.853452	1.497224	3.80393	3.34797	8.058375	5.067421	5.491645	4.403803	6.400157
FLYWCH2	12.436392	15.033425	4.083712	16.154232	13.432761	7.07283	10.984112	5.736454	14.710955	41.379982	17.51799	17.817231	15.617235	17.912757	15.575992
FMN1	49.16226	33.945183	86.662992	32.398864	28.076828	12.68804	0.263381	2.28949	1.494462	0.152727	2.938636	2.703325	3.591561	3.360986	3.802684
FMN2	3.463829	2.44743	14.466806	1.520343	1.786779	4.131446	0.904333	1.652845	1.568188	0.474643	37.995577	39.83139	42.325011	37.383654	36.03134
FMNL1	0.397371	0.322322	0.640601	0.354638	0.359914	1.253577	0.432055	0.844928	1.28175	0.48199	3.991505	3.60869	3.019671	5.4361	3.283883
FMNL2	8.102588	8.307101	12.248788	17.466751	15.661102	28.699888	19.466034	39.726456	29.336445	29.24309	16.12138	13.000166	17.667942	14.404699	15.089436
FMNL3	4.004316	2.918411	14.524568	2.052302	2.308011	3.296262	2.695352	2.306021	2.54387	2.09725	1.990001	1.475199	1.736219	1.748102	1.422962
FMO1	0	0.048774	0.093325	0	0	0.493996	0.960333	0	0	1.664899	0	0	0.030183	0	0
FMO2	0.516705	0.876899	1.318904	0.841907	2.062983	0.139739	0.047069	0	0	0.326487	0.013379	0.052078	0.067233	0.009136	0.009233
FMO4	0.578177	0.73587	0.701583	0.480622	0.484233	1.174172	0.35213	0.647138	0.371227	0.602699	0.699533	0.801718	0.482817	0.665641	0.709655
FMO5	1.306277	1.37067	3.138406	0.752657	1.248157	2.198276	0.356975	1.571041	0.883899	0.548308	0.245205	0.371418	0.220904	0.238542	0.135543
FMOD	0	0	0	0	0.11484	0	0.027978	0	0.04362	0	0	0	0.013953	0	0
FMR1	9.161334	8.533033	20.771847	6.083433	9.619273	29.432439	8.265407	24.775982	17.265477	3.775228	34.654495	28.087833	28.319536	22.620515	31.737928
FN1	6.685583	25.877569	8.529359	31.792032	50.93894	21.874791	8.693971	13.84153	11.840942	33.77182	0.152076	0.217035	0.350791	0.395145	0.249107
FN3K	1.421906	1.558199	13.237155	1.285581	0.919101	8.529206	0.439752	6.009854	6.252001	0	3.359736	11.6048	12.157669	15.598339	13.135637
FN3KRP	8.057408	8.078753	8.324994	5.311098	6.860965	7.198251	5.102747	12.280508	14.283706	7.500199	13.664604	25.585054	14.694821	20.957488	25.437791
FNBP1	5.752062	5.66576	19.38298	7.038981	6.850866	16.383926	2.650152	14.18244	11.321917	3.178665	2.530146	3.537964	3.294013	3.665597	3.838901
FNBP1L	18.56924	19.364168	43.786683	26.25081	23.358814	52.673331	25.211699	39.037701	20.665608	44.195148	18.158171	20.354014	18.200631	11.523358	20.32192
FNBP4	21.274965	19.020918	76.262695	26.975348	24.450195	81.332626	16.381985	55.718319	27.39537	10.991878	13.13714	12.19899	12.738752	12.037846	12.102327
FNDC1	0	0.0705	0	0	0	0.117895	0.023119	0.037184	0.079701	0	0.335248	0.180319	0.2126	0.734703	0.241194
FNDC3A	26.454462	27.529781	37.372941	29.53918	27.561927	41.333072	15.404854	36.285287	29.432709	23.431556	18.081966	16.683377	18.074609	12.443736	15.022189
FNDC3B	7.070308	7.760682	10.607175	5.610049	6.012575	15.376562	4.054096	11.319777	8.483304	4.339228	3.607406	3.073766	2.902841	2.43642	3.875011
FNDC4	4.342664	3.269055	1.809426	1.171365	1.619417	0.212454	3.36904	0	0.40348	18.938187	0.117729	0.066456	0.379834	0.212809	0.197978
FNDC5	6.419726	6.933032	7.385838	6.121405	7.746164	7.837516	8.437019	7.989196	6.776602	21.012505	8.336202	21.864251	8.690079	21.328073	25.828556
FNDC7	0.133623	0	0	0	0	0	0	0.031243	0	0	0.013325	0.068971	0	0.003752	0.014831
FNDC8	1.578356	0.636542	1.025491	1.911498	1.509802	1.953851	0.87056	1.763409	3.011337	0.580535	0.053418	0	0.023265	0	0.053403
FNDC9	1.139659	0.911738	2.669888	0.905906	0.839993	2.45237	0.250709	1.252341	1.389373	0.694753	0.034709	0.021629	0.021733	0.021897	0.046509
FNIP1	12.722209	11.567288	22.507223	11.130851	10.858543	22.686273	4.992488	16.544162	9.335353	7.253208	6.778018	6.686239	7.008914	3.268174	0.375092
FNIP2	14.932842	11.389989	23.741169	7.976273	8.153541	8.342882	2.935338	4.918466	3.666773	3.272696	12.3957	11.566566	12.447143	11.317835	12.327273
FNTA	23.45659	23.78157	39.74379	33.855446	29.744675	39.994812	18.309107	38.813677	26.929243	37.554703	29.985437	32.546145	20.774852	23.645211	21.399815
FNTB	6.583308	4.121171	0	8.575871	4.465391	6.522147	5.567884	6.301315	6.268228	6.236261	1.403148	3.750363	2.305192	3.10181	6.44114
FOCAD	14.457031	15.217822	7.562683	14.965249	12.512022	6.816155	7.741714	6.534451	8.39151	14.025824	2.871564	2.690001	2.315166	2.523962	2.614281
FOLR1	11.133055	0.268456	0	0.194182	0	1.608771	0.335375	0.449501	1.125434	2.356848	0	0.034532	0.10398	0.04385	0
FOPNL	12.703459	11.330664	17.785806	15.926919	13.772596	23.40643	9.973596	20.824926	13.466409	21.720339	18.4382	16.972727	19.156412	17.506022	19.576412
FOS	1.857767	2.353183	2.321693	3.710525	7.494605	4.731378	4.089536	1.962927	3.258417	6.60356	0.757268	0.781491	0.403891	0.42722	0.454774
FOSB	0.077088	0.120017	0.252646	0.144636	0.426343	0.446333	0.143251	0.270354	0.393564	0.107108	0.321527	0.051756	0.316732	0.322295	0.189456
FOSL1	0.260129	0.38361	0.619144	0.264046	0.58055	3.381905	0.330821	6.496971	6.040209	0	0	0.099174	0.058636	0	0
FOSL2	1.649136	2.566923	1.829204	4.072085	2.872389	6.842967	1.983897	5.57503	9.430618	1.7455	1.615375	1.43813	1.977939	2.271503	1.956987
FOXA1	0.146156	0.119982	0	0	0.07016	1.134128	2.192585	0.063738	0.170356	0.546299	0.450719	0.583922	0.445538	0.587189	0.663475
FOXA3	0.151697	0.087926	0	0	0	0.137188	0	0	0.060454	0	0.082445	0.17746	0.104178	0.258433	0.440729
FOXB1	0	0	0	0	0	0	0.355058	0	0	0	0	0	0	0.032468	0
FOXC1	0	0.20094	0.384144	0.057883	0.410536	21.113508	0.18663	2.442312	1.556795	0.116754	0.12116	0.10474	0.152847	0.158402	0.150914
FOXC2	0.089519	0.054112	0.11367	0.035677	0.210875	0.098293	0.034158	0.338119	1.071037	0.14574	0.018943	0.074192	0	0.030594	0.039883
FOXD1	0.578706	1.193933	0.507084	2.966834	0.493275	0.351157	1.418581	0.078681	0.23028	3.501896	2.732005	3.64956	2.243767	3.739365	3.094485
FOXD2	0	0	0.023142	0.012915	0	0.099366	0	0.071014	0.096255	0	0.610493	0.532774	0.721815	0.64886	0.161141
FOXD3	0	0	0	0.029	0.025408	0	0.050703	0	0	0.780515	0	0.054643	0.02214	0.182332	0.023689
FOXD4	0.435434	0.285327	0.884197	0.298362	0.545055	0.137719	0.193109	0.181094	0.322614	0.299289	1.087761	0.086681	0.000273	0.092287	0.107968
FOXD4L1	0.06646	0.079553	0.198208	0.113039	0.083671	0.089667	0.083741	0.052144	0.134721	0.198606	0.187597	0.158727	0.101736	0.001882	0.084133
FOXD4L3	0.173395	0.079336	0.195913	0.076	0.036361	0.034268	0.042522	0.118042	0.140299	0.172607	0.100989	0.124229	0.02265	0.039461	0.085146
FOXD4L4	0.120289	0.004977	0.728815	0.383194	0.283459	0.276611	0.078495	0.276114	0.5427	0.410848	0.009964	0.001395	0.009043	0.00367	0.017247
FOXD4L5	0.089654	0.193469	0.881486	0.232138	0.21037	0.349335	0.090026	0.444047	0.522703	0.371296	0.02144	0.014685	0	0	0.014305
FOXD4L6	0.126994	0.082299	0.288821	0.131249	0.114421	0.034752	0.110588	0.176687	0.245264	0.295387	0.051234	0.069674	0.022706	0.02364	0.032393
FOXE1	0	0	0	0.01035	0	0	0	0	0.024712	0	0	0	0	0.667231	0.7328
FOXF1	0	0.185975	0.078421	0.240682	0.485474	0.374427	0.316369	0.07412	0.088838	0.341557	0.026702	0.052115	0.052541	0.087762	0.070272
FOXF2	0	0	0	0	0	0.0626	0	0.152999	0.146287	0	2.853419	2.581053	1.685164	3.296915	2.259879
FOXG1	2.954705	1.214441	8.585548	0.307838	4.659779	28.528475	0.288899	0.096609	0.13551	0	0	0	0.014104	0	0
FOXH1	0	0	0	0.05072	0.138196	0	0	0	0.132007	0	0	0	0	0	0.043575
FOXI3	2.339006	2.335095	1.252593	0.977406	0.93552	5.564133	0.060288	2.267224	4.973824	0	0	0	0	0	0.009102
FOXJ1	4.653106	0.336663	0.329429	0.255068	0.447241	0.189193	5.600953	0.153371	0.425803	17.498528	1.231888	1.894788	0.964851	1.368189	0.99817
FOXJ2	3.659895	3.535065	7.739009	2.333274	2.684663	5.730157	1.384808	3.795583	4.186653	0.764527	4.373629	4.370944	4.576325	4.40718	3.937264
FOXJ3	17.680726	15.99055	31.875911	20.573271	16.580329	45.342268	10.953121	27.885733	19.213003	4.405184	17.697539	14.159568	7.983312	13.395646	9.204172
FOXK1	2.807868	2.832268	4.202934	5.43591	4.842103	11.466617	4.131132	8.464258	15.678114	2.945374	9.601308	8.186706	9.777497	9.915024	9.250361
FOXK2	8.294411	8.166672	15.729701	9.187407	8.347754	18.668911	10.25788	23.361399	21.759159	7.69309	37.504854	40.57029	38.779003	32.145778	36.61396
FOXL2	0	0	0.111745	0.020698	0.02062	0	0.455457	0.061733	0.106365	0.013554	0.054982	0.110191	0.097476	0.121652	0.095544
FOXL2NB	0	0	0	0	0	0	1.124407	0.064373	0.104944	0.512813	0.241008	0.213745	0.27608	0.325815	0.268661
FOXM1	0.722995	0.969576	2.106966	4.704162	5.751018	6.880295	16.718619	16.769737	17.471042	3.166327	14.825876	18.132817	21.051747	18.732837	16.150539
FOXN1	0	0	0	0	0	0	0	0	0	0	0.013616	0	0	0	0
FOXN2	5.917879	5.852767	8.01102	12.574679	11.490281	14.854821	6.787174	15.405823	10.436087	7.557648	12.158343	10.989505	17.41832	9.59079	15.418461
FOXN3	7.303682	7.681093	11.992069	15.058471	12.349621	20.385138	6.553933	17.29724	12.589107	2.109487	11.257687	10.666351	10.544576	10.359691	10.790351
FOXN4	0.334885	0.259898	1.364338	1.387132	1.493512	2.057075	0.500869	0.458292	0.843734	0.175131	5.741862	4.162442	4.834524	5.128471	4.645521
FOXO1	2.474475	2.194069	6.297749	2.468655	3.045404	7.061572	2.39283	2.955225	2.161527	1.2724	1.063958	0.961111	0.928751	1.05921	1.181379
FOXO3	21.232203	19.585518	22.369017	21.990887	16.969788	25.681421	5.917728	18.120773	15.120102	8.082088	5.730247	5.659677	4.763985	7.956038	4.570904
FOXO4	2.831815	2.295137	3.318609	1.470058	1.399272	5.707472	0.817635	2.989498	2.403715	1.18719	0.818481	1.169254	1.033593	1.499523	1.110941
FOXO6	1.714637	1.166022	4.578286	1.349802	1.542145	5.920258	0.73799	1.693751	2.834311	0.407678	7.65866	9.47713	3.092598	12.540229	5.534161
FOXP1	2.288292	2.819316	7.238589	3.866424	3.810067	15.396841	4.494037	11.264846	8.116146	2.914168	3.790256	3.509738	2.8961	2.801022	3.395328
FOXP2	2.173239	5.205014	4.221292	4.878885	4.0655	6.332506	4.291826	4.778774	3.775973	4.912239	0	0	0	0	0.010846
FOXP3	0.152469	0.058794	0.690111	0.130415	0.231799	0.222368	0.091037	0.152115	0.2173	0	0.108406	0.136409	0.157095	0.047901	0.112873
FOXP4	0.488661	0.374339	2.474152	0.43519	0.571789	3.760763	0.431951	1.317444	1.993551	0.167205	13.316533	14.874879	18.59482	18.897177	15.892517
FOXQ1	0	0.091991	0	0.025861	0.118061	0.565528	0.086483	0.549209	0.658013	0	0.55226	0.476505	0.443165	0.862614	0.537085
FOXR1	0	0.23104	0	0	0	0	0.076144	0	0.10739	0	0	0.029155	0	0	0
FOXRED1	14.312442	12.627968	4.118855	10.318204	9.794067	3.313649	9.6209	4.868583	11.160215	23.522036	11.139507	10.102447	9.917634	12.735054	9.696099
FOXRED2	3.828122	3.115605	8.02558	5.24799	5.866207	20.461472	6.111256	26.024372	22.455095	1.300105	4.378002	4.329738	4.797786	4.615065	4.157061
FOXS1	0	0	0	0	0.118552	0	0.062508	0	0	0	0	0	0.007197	0.054682	0
FPGS	5.369828	6.323519	3.204536	8.272413	9.141556	5.017252	9.964926	7.106973	16.988154	24.086409	10.854742	11.712848	8.19468	11.340226	9.096034
FPGT	2.859468	2.108505	2.166725	3.23704	2.410585	2.074754	0.819431	2.126952	1.751109	1.015928	1.874417	2.366808	2.40183	1.242827	2.846266
FPGT-TNNI3K	2.64531	1.977208	2.09441	2.564479	1.044961	1.867289	0.125081	0.41858	0.33186	0	0.283164	0.063767	0.031001	0.072698	0.027477
FPR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021846
FRA10AC1	7.776525	7.004368	13.358146	6.769381	7.420373	13.308933	3.305267	13.006306	8.141891	2.044198	3.088327	2.904085	3.600085	3.022179	3.645734
FRAS1	0.480015	0.772285	1.831685	1.695005	1.348372	6.066437	7.805256	3.769825	3.517812	7.543805	0.04848	0.043538	0.028751	0.042953	0.022733
FRAT1	1.226741	0.98219	1.000615	2.614952	2.301544	1.026448	0.967785	0.83587	1.879358	2.169891	2.305086	2.433964	2.197659	2.629462	1.816497
FRAT2	2.831517	3.101556	1.722952	8.400998	5.571455	5.416271	5.928069	6.214948	7.146076	10.731073	9.507121	9.173113	8.571553	10.038028	9.830145
FREM1	0.862944	0.731056	0.704448	1.549467	0.782545	4.310201	16.802919	1.091747	0.711186	31.978342	0.126435	0.142485	0.134633	0.061723	0.074939
FREM3	0.057835	0.042592	0.076158	0.155336	0.099171	0	0.014324	0	0	0	0.114827	0.060362	0.08459	0.085321	0.066093
FRG1	12.83638	13.081742	25.071847	17.029739	16.713853	30.284221	16.345837	39.951557	14.058261	33.729067	23.973534	19.800584	21.562104	24.494344	23.650218
FRG2	0	0	0	0	0	0	0	0	0	0	0.021832	0	0	0	0
FRG2C	0	0	0	0.096296	0	0.123669	0	0.460174	0.207038	0	0	0.022119	0.022225	0	0.012847
FRK	0.525526	0.319657	0.107014	0.197929	0	0.14383	0	0.070561	0.04522	0	0	0.008685	0	0.003635	0.00747
FRMD1	0	0	0	0	0.035373	0.152971	0	0	0	0	0.045916	0.014986	0	0.015626	0
FRMD3	7.183769	6.717582	9.620753	9.651936	11.167919	9.644653	2.135844	9.80356	4.792471	2.741132	0.066287	0.170645	0.213334	0.185312	0.152542
FRMD4A	5.049542	5.192303	16.077328	4.885356	5.867246	11.982454	4.914673	9.297136	5.996847	3.016462	2.582532	1.829873	1.871159	1.260045	1.782015
FRMD4B	14.687534	12.234108	24.290985	7.088637	7.722866	4.32551	1.305509	1.30056	0.815134	0.893074	0	0	0	0	0.015033
FRMD5	5.614719	7.021472	6.637653	5.049245	5.728894	3.94689	1.087456	10.640677	8.506829	1.254781	1.675193	2.450041	1.534719	2.2935	1.080235
FRMD6	2.367716	3.206705	1.633644	1.736611	2.257844	2.012334	0.670917	1.02427	1.133493	2.27105	6.49403	4.965926	3.376035	4.203017	3.820366
FRMD8	2.630884	2.553473	1.167196	3.267893	2.792046	2.329262	3.497119	3.154841	8.280781	9.082212	2.532892	2.56327	2.312035	2.356998	2.33835
FRMPD1	55.246323	41.762508	40.239002	20.054146	20.503881	3.188225	0.081423	0.519882	0.550772	0.058084	5.816831	4.3449	4.181145	5.696828	4.536532
FRMPD2	12.68319	9.418547	15.724409	4.83964	4.988246	0.753987	0	0.165984	0.126363	0	0.998471	1.0517	1.305569	1.286665	1.537215
